Product Title,URL,Price,Rating,Review Count
"YUNZII Keynovo IF98 98 Key 96% Hot Swappable Gasket Mounted Mechanical Keyboard with RGB Backlight, Double-Shot PBT Keycaps for Mac & Win (Gateron Yellow Switch, Black) ",https://www.amazon.com/YUNZII-Swappable-Mechanical-Backlight-Double-Shot/dp/B0B1TKDQCH/ref=sr_1_127?keywords=Mechanical+Keyboard&qid=1656137651&sr=8-127,$149.00,4.0 out of 5 stars,2
"Rii RK100 3 Colors LED Backlit Mechanical Feeling USB Wired Multimedia Office Keyboard For Working or Primer Gaming,Office Device ",https://www.amazon.com/Rii-Backlit-Mechanical-Multimedia-Keyboard/dp/B01LVZU9B0/ref=sr_1_128?keywords=Mechanical+Keyboard&qid=1656137651&sr=8-128,$14.99,4.4 out of 5 stars,"2,710"
Kraken Pro 60 - BRED Edition 60% Mechanical Keyboard RGB Gaming Keyboard (Silver Speed Switches) ,https://www.amazon.com/Kraken-Pro-60-Mechanical-Keyboard/dp/B08LPR7FQW/ref=sr_1_129?keywords=Mechanical+Keyboard&qid=1656137651&sr=8-129,$79.00,4.7 out of 5 stars,873
"RK ROYAL KLUDGE RK84 RGB 75% Triple Mode BT5.0/2.4G/USB-C Hot Swappable Mechanical Keyboard, 84 Keys Wireless Bluetooth Gaming Keyboard, Tactile Brown Switch ",https://www.amazon.com/RK-ROYAL-KLUDGE-Connectable-Hot-Swappable/dp/B08M3KPXV5/ref=sr_1_130?keywords=Mechanical+Keyboard&qid=1656137651&sr=8-130,$79.99,4.6 out of 5 stars,"1,471"
"CHERRY MX 10.0N RGB Mechanical Keyboard with CHERRY MX Low Profile Speed switches, Aluminum housing, Premium Keyboard for Gaming and Work. G8A-25010LVBUS-2 ",https://www.amazon.com/Mechanical-Keyboard-switches-Aluminum-G8A-25010LVBUS-2/dp/B09G9SZTZZ/ref=sr_1_131?keywords=Mechanical+Keyboard&qid=1656137651&sr=8-131,$159.99,4.2 out of 5 stars,30
"RK68 Pro Mechanical Keyboard, 2.4Ghz Wireless/Bluetooth/Wired Gateron Red Switch Gaming Keyboard with CNC Case, RGB Hot Swappable with Software for Win/Mac ",https://www.amazon.com/RK68-Mechanical-Keyboard-Bluetooth-Swappable/dp/B097B5YD3V/ref=sr_1_132?keywords=Mechanical+Keyboard&qid=1656137651&sr=8-132,$74.99,4.4 out of 5 stars,229
"Hkfos XVX M61 Tiger Keyboard 60% Mechanical Keyboard,2.4G Wireless Gaming Keyboard, Gateron Yellow Switch, RGB Backlit Ergonomic Keyboard for Windows Mac PC Gamers ",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg8_1?ie=UTF8&adId=A075250325HVRQMGLLE1G&url=%2FHkfos-XVX-M61-Mechanical-Ergonomic%2Fdp%2FB09ZQR4N7F%2Fref%3Dsr_1_133_sspa%3Fkeywords%3DMechanical%2BKeyboard%26qid%3D1656137651%26sr%3D8-133-spons%26psc%3D1&qualifier=1656137651&id=6648007179216630&widgetName=sp_btf,$79.99,,
"84 Keys Mechanical Gaming Keyboard, Grey&White Mixed Color Keycaps Gaming Keyboard with Red Switches, Wired Detachable Type-C Cable Mini Keyboard with White Light for Windows/Mac/PC/Laptop ",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg8_1?ie=UTF8&adId=A011595718MFX9OSYAI6G&url=%2FMechanical-Keyboard-Keycaps-Switches-Detachable%2Fdp%2FB09WMB5V1T%2Fref%3Dsr_1_134_sspa%3Fkeywords%3DMechanical%2BKeyboard%26qid%3D1656137651%26sr%3D8-134-spons%26psc%3D1&qualifier=1656137651&id=6648007179216630&widgetName=sp_btf,$29.99,,
"LTC LavaCaps PBT Double Shot 117-Key Pudding Keycaps Set, Translucent XDA Profile for ISO & ANSI Layout 61/68/84/87/104 Keys Mechanical Keyboard, with Keycap Puller - (Only Keycaps), White ",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg9_1?ie=UTF8&adId=A01000812GC4P8RA8DTD1&url=%2FLTC-LavaCaps-Translucent-Mechanical-Keyboard%2Fdp%2FB09J1G8RGF%2Fref%3Dsr_1_129_sspa%3Fkeywords%3DMechanical%2BKeyboard%26qid%3D1656137654%26sr%3D8-129-spons%26psc%3D1&qualifier=1656137654&id=5058157152867965&widgetName=sp_atf_next,$19.99,4.3 out of 5 stars,242
"【Gigastone Mechanical Gaming Keyboard】 Gaming Keyboard with LED RGB Backlit Keys, Brown Switches Mechanical Keyboard, Precise Tactile Feedback, Full Anti-Ghosting (104 Keys, Black) ",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg9_1?ie=UTF8&adId=A0021863N1TSWDWDTJA1&url=%2F%25E3%2580%2590Gigastone-Mechanical-Keyboard%25E3%2580%2591-Keyboard-Anti-Ghosting%2Fdp%2FB09Y5M4H87%2Fref%3Dsr_1_130_sspa%3Fkeywords%3DMechanical%2BKeyboard%26qid%3D1656137654%26sr%3D8-130-spons%26psc%3D1&qualifier=1656137654&id=5058157152867965&widgetName=sp_atf_next,$52.99,4.0 out of 5 stars,1
"Black Shark Wired 60% Mechanical Gaming Keyboard RGB Backlit Compact 61 Keys Mini Keyboard with Blue Switches for Windows PC, Sixgill K4 ",https://www.amazon.com/Black-Shark-Mechanical-Keyboard-Switches/dp/B09S62FYF1/ref=sr_1_131?keywords=Mechanical+Keyboard&qid=1656137654&sr=8-131,$24.99,3.9 out of 5 stars,22
E-YOOSO K600 Mechanical Gaming Keyboard 104 Keys LED Backlit Keyboard Crystal Keycap (Blue Switch) ,https://www.amazon.com/YOOSO-Mechanical-Keyboard-Backlit-Crystal/dp/B082WZGJDF/ref=sr_1_132?keywords=Mechanical+Keyboard&qid=1656137654&sr=8-132,$35.99,4.3 out of 5 stars,42
"60% Mechanical Gaming Keyboard, Grey&White Gaming Keyboard with Hot Swappable Linear Red Switches, Wired Detachable Type-C Cable Mini Keyboard with Powder Blue Backlight for Windows/Mac/PC/Laptop ",https://www.amazon.com/Mechanical-Keyboard-Swappable-Detachable-Backlight/dp/B09WMC2MYM/ref=sr_1_133?keywords=Mechanical+Keyboard&qid=1656137654&sr=8-133,$26.99,4.4 out of 5 stars,364
"Wireless Mechanical Keyboard RK100 Pro, RK ROYAL KLUDGE 2.4G Bluetooth Wired Mechanical Gaming Keyboard 100 Keys CNC Frame, RGB Hot Swappable Keyboard for Windows Mac w/Software, Gateron Brown Switch ",https://www.amazon.com/RK-ROYAL-KLUDGE-Mechanical-Keyboard/dp/B0979Y3M5Y/ref=sr_1_134?keywords=Mechanical+Keyboard&qid=1656137654&sr=8-134,$76.49,4.3 out of 5 stars,28
"Mechanical Gaming Keyboard, EDJO 87 Keys Blue Switches with LED Rainbow Backlit Wired Computer Gaming Keyboard for Windows PC Gamers ",https://www.amazon.com/Mechanical-Keyboard%EF%BC%8CEDJO-Rainbow-Backlit-Keyboard/dp/B08FMNP771/ref=sr_1_135?keywords=Mechanical+Keyboard&qid=1656137654&sr=8-135,$19.99,4.6 out of 5 stars,702
"HUO JI E-Yooso Z-88 Mechanical Gaming Keyboard, Red Switches, Programmable RGB Backlit, 104 Keys Hot Swappable for Mac, PC, White ",https://www.amazon.com/Element-Mechanical-Gaming-Keyboard-Switch/dp/B07CLYNW78/ref=sr_1_136?keywords=Mechanical+Keyboard&qid=1656137654&sr=8-136,$49.99,4.6 out of 5 stars,"2,121"
